,loss,accuracy,val_loss,val_accuracy
0,1.0758023039321036,0.6974675059318542,0.5321858385252574,0.8337868452072144
1,0.20789442217269394,0.9396475553512573,0.5358578062246716,0.8473922610282898
2,0.11965058225190682,0.9648231267929077,0.5140692249041836,0.8777777552604675
3,0.0746715116621976,0.9776178598403931,0.6185488968006337,0.8668934106826782
4,0.06057679180870728,0.9814229607582092,0.572029367906977,0.8893424272537231
5,0.04945256925403637,0.9854119420051575,0.7256808544773093,0.8897958993911743
6,0.03839915155457226,0.9879639744758606,0.71334280329767,0.8909296989440918
7,0.03435534399152592,0.9891135692596436,0.774213833204743,0.9029478430747986
8,0.028527879184685256,0.9915736317634583,0.6133935370547972,0.8900226950645447
9,0.02818096949635666,0.9915276765823364,0.7596209664193411,0.8802720904350281
10,0.023675572961527832,0.9928496479988098,0.7509556632835308,0.9095237851142883
11,0.01944813529991735,0.9942291378974915,0.6955363676695326,0.9058957099914551
12,0.03104930169311449,0.9909068942070007,0.7905306811759126,0.900453507900238
13,0.02234924444618009,0.993274986743927,0.8306007080405207,0.9015873074531555
14,0.01847029843053354,0.9943326115608215,0.854492353440142,0.902721107006073
15,0.02198313675393977,0.9933554530143738,1.018103904380144,0.9015873074531555
16,0.018660960743289292,0.9945165514945984,0.8633605703238457,0.9083900451660156
17,0.01586866509174844,0.9955626726150513,0.9246417564633482,0.9061224460601807
18,0.009185987367191822,0.9969766139984131,0.916539421312663,0.9226757287979126
19,0.017153447815524824,0.995252251625061,1.2403460141651483,0.8938775658607483
20,0.010995857597737316,0.9967007040977478,1.061672498043331,0.9149659872055054
21,0.01176875218134327,0.9963788390159607,1.2122585749479597,0.9092970490455627
22,0.00781061643391231,0.9977468252182007,1.1730506502376983,0.9074829816818237
23,0.005627736765776248,0.9985285401344299,1.0210776520491727,0.9269841313362122
24,0.008897284883121007,0.9975628852844238,1.2448501700861696,0.9077097773551941
25,0.01613631920014306,0.9951028227806091,1.0842826024272274,0.9099773168563843
26,0.021079514281792798,0.9944130778312683,1.249835287896777,0.902721107006073
27,0.007212128185899444,0.9977468252182007,1.017380198484916,0.9149659872055054
28,0.017869664866959387,0.9954246878623962,1.061791479892505,0.9063491821289062
29,0.014630724821112833,0.9956890940666199,1.1533220318980228,0.9061224460601807
30,0.012066754525200537,0.9964248538017273,1.0288631542038822,0.9072562456130981
31,0.011110522835611326,0.9967122077941895,1.139791181122107,0.9215419292449951
32,0.009137183841566027,0.9975284337997437,1.36786998654589,0.9113378524780273
33,0.009992549845870825,0.9972295165061951,1.0258631104795588,0.9267573952674866
34,0.010614115770271272,0.9970685839653015,1.0161963625257737,0.9219954609870911
35,0.012062970845301125,0.9971375465393066,1.0915812316898135,0.9092970490455627
36,0.019634394706497603,0.9949648976325989,1.037861856726598,0.9061224460601807
37,0.01762495915341795,0.9954017400741577,0.8781580768836041,0.9149659872055054
38,0.017467487233170174,0.9952982664108276,1.2088019484083872,0.915192723274231
